date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,mixed_type_col
01/01/2018 11:30,3.46,0.0,4.82,0.0,100.0,58.31,41400.0,Weekday,Monday,Light_Load,681
01/01/2018 11:45,4.0,0.0,6.7,0.0,100.0,51.26,42300.0,Weekday,Monday,Light_Load,87
 01/01/2018 12:00 ,3.49,0.0,4.57,0.0,100.0,60.69,43200.0,Weekday,Monday,Light_Load,361
01/01/2018 12:15,3.6,0.0,12.89,0.0,100.0,26.9,44100.0,Weekday,Monday,Light_Load,559
01/01/2018 12:30,4.25,0.0,23.15,0.0,100.0,18.06,45000.0,Weekday,Monday,Light_Load,280
01/01/2018 12:45,3.67,0.0,16.67,0.0,100.0,21.5,45900.0,Weekday,Monday,Light_Load,138
01/01/2018 13:00,3.67,0.0,16.63,0.0,100.0,21.55,46800.0,Weekday,Monday,Light_Load,494
01/01/2018 13:15,4.25,0.0,23.33,0.0,100.0,17.92,47700.0,Weekday,Monday,Light_Load,
01/01/2018 13:30,3.64,0.0, 16.74 ,0.0,100.0,21.25,48600.0,Weekday,Monday,Light_Load,unknown
01/01/2018 13:45,3.67,0.0,16.99,0.0,,21.11,49500.0,Weekday,Monday,Light_Load,593
01/01/2018 14:00,4.28, 0.0 ,23.4,0.0,,17.99,50400.0,Weekday,Monday,Light_Load,207
01/01/2018 14:15,3.64,0.0,16.67,0.0,100.0,21.33,51300.0,Weekday,Monday,Light_Load,
01/01/2018 14:30,3.78,0.0,18.25, 0.0 ,100.0,20.28,52200.0,Weekday, mONDAY ,Light_Load,bad
01/01/2018 14:45,4.1,0.0,22.1,0.0,100.0,18.24,53100.0,Weekday,Monday,Light_Load,116
,3.64,0.0,16.7,0.0, NAN ,21.3,54000.0,Weekday,Monday,Light_Load,86
01/01/2018 15:15,3.92,0.0,19.33,0.0,100.0,19.87,54900.0,Weekday,Monday,Light_Load,493
01/01/2018 15:30,4.1,0.0, 21.35 ,0.0,100.0,18.86,55800.0,Weekday,Monday,Light_Load,174
01/01/2018 15:45,3.6,0.0,16.81,0.0,100.0,20.94,56700.0,Weekday,Monday, lIGHT_lOAD ,540
 01/01/2018 16:00 ,3.96,0.0,20.45,0.0,100.0,19.01,57600.0,Weekday,Monday,Light_Load,259
01/01/2018 16:15,4.0,0.0,20.77,0.0,100.0, 18.91 ,58500.0,Weekday,Monday,Light_Load,
01/01/2018 16:30,3.6,0.0,16.81,0.0,100.0,20.94,59400.0,Weekday,Monday,Light_Load,bad
01/01/2018 16:45,4.07,0.0,21.64,0.0,100.0,18.48,60300.0,Weekday,Monday,Light_Load,unknown
 01/01/2018 17:00 ,3.82,0.0,19.19,0.0,100.0,580.52, 61200.0 ,Weekday,Monday,Light_Load,25
01/01/2018 17:15,3.56,0.0,16.96,0.0,100.0,20.54,62100.0,Weekday,Monday,Light_Load,832
01/01/2018 17:30,4.1,0.0,23.51,0.0,100.0,17.18,63000.0,Weekday,Monday,Light_Load,813
01/01/2018 17:45,3.6,0.0,17.39, 0.0 ,100.0,20.27,63900.0,Weekday,Monday,Light_Load,455
01/01/2018 18:00,3.6,0.0,17.35,invalid,100.0,20.32,64800.0,Weekday,Monday,Light_Load,
01/01/2018 18:15,4.0,0.0,8.96,0.0,100.0,40.77,65700.0,Weekday,Monday,Light_Load,530
01/01/2018 18:30,3.42,0.0,5.47,0.0,100.0,53.01,66600.0,Weekday,Monday,Light_Load,766
01/01/2018 18:45,3.67,0.0,16.24,0.0,100.0,22.04,67500.0,Weekday,Monday,Light_Load,764
01/01/2018 19:00,4.07,0.0,22.57,0.0,100.0,17.75,68400.0,Weekday,Monday,Light_Load,42
01/01/2018 19:15,3.53,0.0,17.39,0.0, 100.0 ,19.89,69300.0,Weekday,Monday,Light_Load,101
01/01/2018 19:30,3.85,0.0,20.74,0.0,100.0,18.25,70200.0,Weekday,Monday,Light_Load,268
01/01/2018 19:45,3.96,0.0,20.88,0.0,100.0,18.63,71100.0,Weekday, mONDAY ,Light_Load,292
01/01/2018 20:00,3.56,0.0,17.35,0.0,100.0,20.1, 72000.0 , wEEKDAY ,Monday,Light_Load,233
01/01/2018 20:15,4.03,0.0,22.54,0.0,100.0,17.6,72900.0,Weekday,Monday,Light_Load,630
01/01/2018 20:30,3.74,0.0,19.55,0.0,100.0,18.79,73800.0,Weekday,Monday,Light_Load,unknown
 01/01/2018 20:45 ,3.56,0.0,17.42,0.0,100.0,20.02,74700.0,,Monday,Light_Load,565
01/01/2018 21:00,4.21,0.0, 24.26 ,0.0,100.0,17.1,75600.0,Weekday,Monday,Light_Load,bad
01/01/2018 21:15,3.56,0.0,17.75,0.0,100.0,19.66,76500.0,Weekday,Monday,Light_Load,250
01/01/2018 21:30,3.53, 0.0 ,17.42,0.0,100.0,19.86,77400.0,Weekday,Monday,Light_Load,681
01/01/2018 21:45,4.25,0.0,25.2,0.0,100.0,16.63,78300.0,Weekday, mONDAY ,Light_Load,145
01/01/2018 22:00,3.53,0.0,17.5,0.0,100.0,19.77,79200.0,Weekday, mONDAY ,Light_Load,776
01/01/2018 22:15,3.56, 1.44 ,10.08,0.0,92.7,33.3,80100.0,Weekday,Monday,Light_Load,unknown
01/01/2018 22:30,3.67,4.21,0.0,0.0,65.71,100.0,81000.0,Weekday,Monday,Light_Load,418
01/01/2018 22:45,3.24,3.35,0.0,0.0,69.52,100.0,81900.0,Weekday,Monday,Light_Load,48
01/01/2018 23:00,3.53,3.74,0.0,0.0,68.64,100.0,82800.0,Weekday,Monday,Light_Load,116
01/01/2018 23:15,3.53,3.42, 0.0 ,0.0,71.82,100.0,83700.0,Weekday,Monday,Light_Load,924
01/01/2018 23:30,3.24, 2.95 ,0.0,0.0,73.94,100.0,84600.0,Weekday,Monday,Light_Load,493
01/01/2018 23:45,3.67,3.96,0.0, 0.0 ,67.97,100.0,85500.0,Weekday,Monday,Light_Load,489
01/01/2018 00:00,3.42,3.46, 0.0 ,0.0,70.3,100.0,0.0,Weekday,Monday,Light_Load,907
02/01/2018 00:15,3.2,3.1,0.0,0.0,71.82,100.0,900.0,Weekday, tUESDAY ,Light_Load,663
02/01/2018 00:30,3.85,4.61,0.0, 0.0 ,64.1,100.0,1800.0,Weekday,Tuesday,Light_Load,110
02/01/2018 00:45,3.28,3.67,0.0,0.0,66.64,100.0,2700.0,Weekday,Tuesday,Light_Load,452
02/01/2018 01:00, 3.35 ,3.6,0.0,0.0, 68.12 ,100.0,3600.0,Weekday,Tuesday,Light_Load,398
02/01/2018 01:15,3.89,4.72,0.0,0.0,63.6,100.0,4500.0,Weekday,Tuesday,Light_Load,bad
02/01/2018 01:30,3.28,3.53,0.0,0.0,68.07,100.0,5400.0,Weekday,Tuesday,Light_Load,unknown
 02/01/2018 01:45 ,3.46,3.96,0.0, 0.0 ,65.8,100.0, 6300.0 ,Weekday,Tuesday,Light_Load,575
02/01/2018 02:00,3.78,4.82,0.0,0.0,61.71,100.0,7200.0,Weekday,Tuesday,Light_Load,13
02/01/2018 02:15,3.31,3.53,0.0,0.0,68.4,3400.0,8100.0,Weekday,Tuesday,Light_Load,482
02/01/2018 02:30,3.6,4.36,0.0,0.0,63.67,100.0,9000.0,Weekday,Tuesday,Light_Load,80
02/01/2018 02:45,3.64,4.39, 0.0 ,0.0,63.83,100.0,9900.0,Weekday,Tuesday,Light_Load,966
02/01/2018 03:00,3.28,3.71,,0.0,66.24,100.0,10800.0,Weekday,Tuesday,Light_Load,999
02/01/2018 03:15,3.71,4.57,0.0,0.0,63.03,100.0,11700.0,Weekday,Tuesday,Light_Load,178
02/01/2018 03:30, 3.56 ,4.03,0.0, 0.0 ,66.21,100.0,12600.0,Weekday,Tuesday,Light_Load,
,3.24,3.49,0.0,0.0,68.04,100.0,13500.0,Weekday,Tuesday,Light_Load,unknown
02/01/2018 04:00,3.89,4.64,0.0,0.0,64.25,100.0,14400.0,Weekday,Tuesday,Light_Load,955
02/01/2018 04:15,3.28,,0.0,0.0, 69.22 ,100.0,,Weekday,Tuesday,Light_Load,bad
02/01/2018 04:30,3.28,3.49,0.0,0.0,68.48,100.0,16200.0,Weekday,Tuesday,Light_Load,bad
02/01/2018 04:45,3.96,4.68, 0.0 ,0.0,223.59,100.0,17100.0,Weekday,Tuesday,Light_Load,27
02/01/2018 05:00,3.24,3.42, 0.0 ,0.0, 68.77 ,100.0,18000.0,Weekday, tUESDAY ,Light_Load,715
02/01/2018 05:15,3.46,3.78,0.0,0.0,67.52,100.0,,Weekday,Tuesday,Light_Load,509
02/01/2018 05:30,3.67,4.07,0.0,0.0,66.97,100.0,19800.0,Weekday,Tuesday,Light_Load,
 02/01/2018 05:45 ,3.24,3.42,0.0,0.0,68.77,100.0,20700.0,Weekday, tUESDAY ,Light_Load,210
02/01/2018 06:00,3.67,3.96,0.0,0.0,67.97,100.0,21600.0, wEEKDAY ,Tuesday,Light_Load,unknown
02/01/2018 06:15,3.53,3.78,0.0,0.0,68.25,100.0,22500.0,Weekday,Tuesday,Light_Load,244
02/01/2018 06:30,3.2,3.24,0.0,0.0,70.27,100.0,23400.0,Weekday,Tuesday,Light_Load,272
02/01/2018 06:45,3.78,4.07,0.0,0.0,68.05,100.0,24300.0,Weekday,Tuesday,Light_Load,653
02/01/2018 07:00,3.35,3.35,0.0,0.0,70.71,100.0,25200.0,Weekday,Tuesday,Light_Load,58
02/01/2018 07:15,3.53,3.49,0.0,0.0,71.11, 100.0 ,26100.0,Weekday,Tuesday,Light_Load,bad
02/01/2018 07:30,6.3, 4.57 , 0.0 ,0.0,80.95,100.0,27000.0,Weekday,Tuesday,Light_Load,721
 02/01/2018 07:45 ,6.05,4.79,0.0,0.0,78.4,100.0,27900.0,Weekday,Tuesday,Light_Load,388
02/01/2018 08:00,6.73,4.54,0.0,0.0,82.9,100.0,28800.0,Weekday,Tuesday,Light_Load,unknown
02/01/2018 08:15,29.02,18.83,0.07,0.0,83.89,100.0,29700.0,Weekday,Tuesday,Light_Load,585
02/01/2018 08:30,46.19,28.66,0.0,0.0,84.97,100.0,30600.0, wEEKDAY ,Tuesday,Light_Load,bad
02/01/2018 08:45,52.06,35.32,0.0, 0.0 ,82.75,100.0,31500.0,Weekday,Tuesday,Light_Load,741
02/01/2018 09:00,56.2,12.53,0.11,0.0,97.6,100.0,32400.0,Weekday,Tuesday,Light_Load,481
02/01/2018 09:15,56.84,8.32,0.0,0.0,98.95,100.0,33300.0,Weekday, tUESDAY ,Medium_Load,unknown
02/01/2018 09:30, 51.26 ,4.54,0.94,0.0,1892.59,99.98,34200.0,Weekday,Tuesday,Medium_Load,831
02/01/2018 09:45,48.13,2.34,1.15,0.0,99.88,99.97, 35100.0 ,Weekday,Tuesday,Medium_Load,221
02/01/2018 10:00,52.81,7.06, 0.54 ,0.0,99.12,99.99,36000.0,Weekday,Tuesday,Medium_Load,bad
02/01/2018 10:15,54.79,7.52,0.14,0.0,99.07,100.0,36900.0,Weekday,Tuesday,Maximum_Load,
02/01/2018 10:30,53.21,8.35,0.11,0.0,98.79,100.0,37800.0,Weekday,Tuesday,Maximum_Load,919
02/01/2018 10:45, 80.21 ,32.4,0.0,0.0,92.72,100.0,38700.0,Weekday,Tuesday,Maximum_Load,unknown
02/01/2018 11:00,77.58,,0.0,0.0,95.0,100.0,39600.0,Weekday,Tuesday,Maximum_Load,442
02/01/2018 11:15,128.52, 70.85 ,0.0,0.0,87.57,100.0,40500.0,Weekday, tUESDAY ,Maximum_Load,996
02/01/2018 11:30,144.47,78.48,0.0,0.0,87.87,100.0,41400.0,Weekday,Tuesday,Maximum_Load,706
 02/01/2018 11:45 ,90.86,54.29,0.0,0.0,85.84,100.0,42300.0,Weekday,Tuesday,Maximum_Load,265
02/01/2018 12:00,123.3,66.06,0.0,0.0,88.15,100.0,,Weekday,Tuesday,Maximum_Load,19
02/01/2018 12:15,19.22,5.54,18.9, 0.0 ,96.09,71.3,44100.0,Weekday,Tuesday,Medium_Load,975
02/01/2018 12:30,8.46,0.0,25.92,0.0,100.0,31.03,45000.0,Weekday,Tuesday,Medium_Load,756
02/01/2018 12:45,8.24,0.0,25.34,0.0, 100.0 ,30.92,45900.0,Weekday,Tuesday,Medium_Load,bad
02/01/2018 13:00,8.03,0.0,25.49,0.0, 100.0 ,30.05,46800.0,Weekday,Tuesday,Medium_Load,676
02/01/2018 13:15,79.67,27.29,6.52,0.0,94.6,99.67, n/a ,Weekday,Tuesday,Medium_Load,856
02/01/2018 13:30,97.85,46.8,0.0,0.0,90.21,100.0,48600.0,Weekday,Tuesday,Medium_Load,883
02/01/2018 13:45,124.45,49.79,0.0,0.0,92.85,100.0,49500.0,Weekday, tUESDAY ,Medium_Load,723
02/01/2018 14:00,108.61,43.34,0.0,0.0,92.88,100.0,50400.0,Weekday,Tuesday,Medium_Load,857
02/01/2018 14:15,123.12,55.26,0.0,0.0,91.23,100.0,51300.0, wEEKDAY ,Tuesday,Medium_Load,381
02/01/2018 14:30,11877.199999999999,53.5,0.0,0.0,92.38,,52200.0,Weekday, tUESDAY ,Medium_Load,173
02/01/2018 14:45,82.08,27.58,0.0,0.0,94.79,100.0,53100.0,Weekday,Tuesday,Medium_Load,683
02/01/2018 15:00,143.89,60.91,0.0,0.0,92.09,100.0,54000.0,Weekday,Tuesday,Medium_Load,304
02/01/2018 15:15,86.9,34.27, 0.0 ,0.0,93.03,100.0,54900.0,Weekday,Tuesday,Medium_Load,293
02/01/2018 15:30,141.44,62.57,0.0,0.0,1829.0,100.0,55800.0,Weekday, tUESDAY ,Medium_Load,653
02/01/2018 15:45,116.53,52.88,0.0,735.0,91.06, 100.0 ,56700.0,Weekday,Tuesday,Medium_Load,378
02/01/2018 16:00,129.31,61.16,0.0,0.0,90.4,100.0,57600.0,Weekday,Tuesday,Medium_Load,bad
02/01/2018 16:15,136.44,56.77,0.0,0.0,92.33,100.0,58500.0,Weekday,Tuesday,Medium_Load,731
02/01/2018 16:30,85.72,34.85,0.0,0.0,92.64,100.0, 59400.0 ,Weekday,Tuesday,Medium_Load,485
02/01/2018 16:45,147.46,65.27,0.0,0.0, 91.44 ,100.0,60300.0,Weekday,Tuesday,Medium_Load,210
02/01/2018 17:00,86.94,30.78,0.0,0.0,94.27,100.0,61200.0,Weekday, tUESDAY ,Medium_Load,197
02/01/2018 17:15,67.25,25.81,0.0,0.0,93.36,100.0, 62100.0 ,Weekday,Tuesday,Maximum_Load,unknown
02/01/2018 17:30,115.78,50.04,0.0,0.0,91.79, 100.0 ,63000.0,Weekday,Tuesday,,unknown
02/01/2018 17:45,113.11,34.63,0.0,0.0,95.62,100.0,63900.0,Weekday,Tuesday,Maximum_Load,unknown
02/01/2018 18:00,76.75,11.74,1.04, 0.0 ,98.85,99.99,64800.0,Weekday,Tuesday,Maximum_Load,781
02/01/2018 18:15,41.9,15.23,0.14,0.0,93.98,100.0,65700.0,Weekday,Tuesday,Maximum_Load,
02/01/2018 18:30,37.4,19.94,0.0,0.0,88.24,100.0,,Weekday,Tuesday,,
02/01/2018 18:45,40.25,8.82,0.5,0.0,97.68,99.99,67500.0,Weekday,Tuesday,Maximum_Load,449
02/01/2018 19:00,34.92, 1.98 ,1.58,0.0,99.84,99.9,68400.0,Weekday,Tuesday,Maximum_Load,438
02/01/2018 19:15,41.36,6.44,0.43,0.0,98.81,99.99,69300.0,Weekday, tUESDAY ,Maximum_Load,375
02/01/2018 19:30,35.96,2.52,1.37, 0.0 ,99.76,99.93,70200.0,Weekday,Tuesday,,unknown
02/01/2018 19:45,39.42,5.29,0.47,0.0,99.11,99.99,71100.0,Weekday,Tuesday,Maximum_Load,599
02/01/2018 20:00,38.16,4.68,0.5,0.0,99.26,99.99,72000.0,Weekday,Tuesday,Maximum_Load,291
02/01/2018 20:15,33.23, 1.51 ,3.96,0.0,99.9,99.3,72900.0,Weekday,Tuesday,Medium_Load,0
02/01/2018 20:30,25.88,0.0,error,0.0,100.0,90.55,73800.0,Weekday,Tuesday,Medium_Load,523
02/01/2018 20:45,10.84,0.0,23.22,0.0,,?,74700.0,Weekday,Tuesday,Medium_Load,unknown
 02/01/2018 21:00 ,9.29,0.0,23.51,0.0,100.0,36.75,75600.0,Weekday,Tuesday,Medium_Load,221
02/01/2018 21:15,6.98,0.0,25.16, 0.0 ,100.0,26.73,76500.0,Weekday, tUESDAY ,Medium_Load,810
02/01/2018 21:30,5.11,0.0,26.5,0.0,100.0,18.93,77400.0,Weekday,Tuesday, mEDIUM_lOAD ,721
02/01/2018 21:45,5.08,0.0,26.42,0.0,100.0,18.88,78300.0,Weekday,Tuesday,Medium_Load,460
02/01/2018 22:00,5.04,0.0, 26.46 ,0.0,100.0,18.71,79200.0,Weekday,Tuesday,Medium_Load,371
02/01/2018 22:15,4.93,1.84,15.44,0.0,93.69,30.42,80100.0,Weekday,Tuesday,Maximum_Load,bad
02/01/2018 22:30, 4.64 ,5.22,0.0, 0.0 ,66.44,100.0,81000.0,Weekday,Tuesday,Maximum_Load,bad
02/01/2018 22:45,4.68,5.18,0.0,0.0,5966.56,100.0,81900.0,Weekday,Tuesday,Maximum_Load,
02/01/2018 23:00,4.68,5.11,0.0,0.0,67.54,100.0,82800.0,Weekday,Tuesday,Maximum_Load,164
02/01/2018 23:15,4.57, 4.54 ,0.0,0.0,70.94,100.0,83700.0,Weekday,Tuesday, lIGHT_lOAD ,474
02/01/2018 23:30,4.57,4.25,0.0,0.0,73.23,100.0,invalid,Weekday,Tuesday,Light_Load,118
02/01/2018 23:45,4.54,4.25,0.0,0.0,73.0,100.0,85500.0,Weekday,Tuesday,Light_Load,483
02/01/2018 00:00,4.61,4.21,0.0, NAN ,73.84, 100.0 ,0.0, wEEKDAY ,Tuesday,Light_Load,370
03/01/2018 00:15,4.61,4.61,0.0,0.0,70.71,100.0,900.0,Weekday,Wednesday,Light_Load,931
03/01/2018 00:30,4.61,4.54,0.0,0.0,71.25,100.0,1800.0, wEEKDAY ,Wednesday,Light_Load,987
03/01/2018 00:45,4.57,4.5,0.0,0.0,71.25,100.0,2700.0,Weekday,Wednesday,Light_Load,266
,4.57,4.61,0.0,0.0,70.4,100.0,3600.0,Weekday,Wednesday,Light_Load,
03/01/2018 01:15,4.64,4.46,0.0,0.0,72.1,100.0,4500.0,Weekday,Wednesday,Light_Load,unknown
03/01/2018 01:30,4.64,4.57,0.0,0.0,71.25,100.0,5400.0,Weekday,Wednesday,Light_Load,436
03/01/2018 01:45,4.61, 4.79 ,0.0,0.0,69.34,100.0,6300.0,Weekday,Wednesday,Light_Load,192
03/01/2018 02:00,4.57, 4.5 ,0.0,0.0,71.25,100.0,7200.0,Weekday,Wednesday,Light_Load,bad
03/01/2018 02:15,4.61,4.39,0.0,0.0,72.42,100.0,8100.0,Weekday,Wednesday,Light_Load,
03/01/2018 02:30,4.64,4.75,0.0,0.0,69.88,100.0,9000.0,Weekday,Wednesday,Light_Load,981
03/01/2018 02:45,4.64,4.75,0.0,0.0,69.88,100.0,9900.0,Weekday,Wednesday, lIGHT_lOAD ,bad
03/01/2018 03:00,4.57,4.75,0.0,0.0,69.33,100.0,10800.0,Weekday,Wednesday,Light_Load,491
03/01/2018 03:15,4.64,5.11,0.0,0.0,67.22,100.0,11700.0,Weekday,Wednesday,Light_Load,161
03/01/2018 03:30,4.64,4.72,0.0, 0.0 ,70.1,100.0,12600.0,Weekday,Wednesday,Light_Load,218
03/01/2018 03:45,4.68,4.68,0.0,0.0,70.71,100.0,13500.0,Weekday,Wednesday,Light_Load,660
03/01/2018 04:00,4.57,4.46,0.0,0.0,71.57,100.0,14400.0,Weekday,Wednesday,Light_Load,unknown
03/01/2018 04:15,4.54,4.32,0.0,0.0,72.44,100.0,15300.0,Weekday,Wednesday,Light_Load,938
,4.61,4.46,909.0,0.0,71.87,100.0,16200.0,Weekday,Wednesday,Light_Load,
03/01/2018 04:45, 4.57 ,4.32,0.0,0.0,72.67,7600.0,17100.0,Weekday,Wednesday,Light_Load,521
03/01/2018 05:00,4.61, 4.32 ,0.0,0.0,72.97,100.0,18000.0,Weekday,Wednesday,Light_Load,388
03/01/2018 05:15,4.54,4.14,0.0,0.0,73.89,100.0,18900.0,Weekday,Wednesday,Light_Load,
03/01/2018 05:30,4.57,4.21,0.0,0.0,73.55,100.0,19800.0,Weekday,Wednesday, lIGHT_lOAD ,223
03/01/2018 05:45,4.57,4.43, 0.0 ,0.0,71.8,100.0,20700.0,Weekday,Wednesday,Light_Load,unknown
03/01/2018 06:00,4.57,4.5,0.0,0.0,71.25,100.0,21600.0,Weekday,Wednesday,Light_Load,873
03/01/2018 06:15,718.64,4.61,0.0,0.0,70.94,100.0,22500.0,Weekday,Wednesday,Light_Load,925
03/01/2018 06:30,4.57,4.36,0.0,0.0,6583.849999999999,100.0,23400.0,Weekday,Wednesday, lIGHT_lOAD ,802
03/01/2018 06:45,4.61,4.54,0.0,0.0,71.25,100.0,24300.0,Weekday,Wednesday,Light_Load,291
03/01/2018 07:00,4.54, 4.28 ,0.0,0.0,72.76,100.0,25200.0,Weekday,Wednesday,Light_Load,625
03/01/2018 07:15,4.46,4.18,0.0,0.0,72.96,100.0, 26100.0 ,Weekday,Wednesday,Light_Load,667
03/01/2018 07:30,6.12,4.25,0.0,0.0,82.14,100.0,27000.0,Weekday,Wednesday,Light_Load,
03/01/2018 07:45,7.92,4.68,0.0,0.0, 86.09 ,100.0,27900.0, wEEKDAY ,Wednesday,Light_Load,bad
03/01/2018 08:00,9.58,4.36,0.0,0.0,91.02,100.0,28800.0,Weekday,Wednesday,Light_Load,803
03/01/2018 08:15,37.01,21.56,0.0,0.02,86.41,100.0,29700.0,Weekday,Wednesday,Light_Load,727
03/01/2018 08:30,74.59,35.86,0.0,0.03,90.13,100.0,30600.0,Weekday,Wednesday,Light_Load,156
03/01/2018 08:45,109.48, 53.32 ,0.0,0.05,89.9,100.0,31500.0,Weekday,Wednesday,Light_Load,776
03/01/2018 09:00,105.08,31.82,0.0,0.05,95.71,100.0,32400.0, wEEKDAY ,Wednesday, lIGHT_lOAD ,786
03/01/2018 09:15,121.79,41.26,0.0,,94.71,100.0,33300.0,Weekday,Wednesday,Medium_Load,711
